price,floors_in_the_house,floor,house_type,number_of_rooms,total_area,deadline,distance_to_nearest_metro,distance_to_center,distance_to_mkad,distance_to_green_areas,distance_to_sports_complexes,distance_to_industrial_enterprises,distance_to_treatment_facilities
12891687,29,10,монолитный ,1-комнатные ,42.9,4 кв. 2021 года ,1200,4347,-11146,681,309,670,7224
7100000,16,2,панельный ,1-комнатные ,39,сдан ,1100,21542,2128,938,1309,2326,5111
11000761,26,2,монолитный ,1-комнатные ,39,4 кв. 2021 года ,1300,4346,-11273,609,238,665,7071
8366840,30,18,монолитный ,1-комнатные ,40.4,3 кв. 2021 года ,100,17419,1123,1033,952,1647,11240
12479895,31,24,монолитный ,1-комнатные ,50,1 кв. 2021 года ,1100,11170,-3592,1884,810,1175,6041
40788000,6,4,монолитный ,1-комнатные ,119,сдан ,500,4022,-12447,888,1389,163,5053
6956000,26,9,монолитный ,1-комнатные ,36.5,-,400,12283,-5411,1039,816,1236,4028
5520000,26,7,монолитный ,1-комнатные ,25.1,-,400,12283,-5411,1039,816,1236,4028
13944710,11,2,монолитный ,1-комнатные ,44.5,3 кв. 2023 года ,600,6591,-9362,1584,1563,377,8681
10307815,24,18,монолитный ,1-комнатные ,37.6,-,100,7030,-10268,556,250,1649,5562
7250166,26,26,монолитный ,1-комнатные ,33.7,3 кв. 2021 года ,400,12273,-5431,1046,797,1266,4005
5300000,12,10,монолитный ,1-комнатные ,37.7,-,1558,16726,1481,2693,1038,2359,6530
18275540,25,8,монолитный ,1-комнатные ,61.7,4 кв. 2021 года ,900,10938,-3863,1830,654,1444,6245
7400000,25,5,монолитный ,1-комнатные ,36,сдан ,1100,18004,976,1633,390,485,10887
16500000,8,5,монолитный ,1-комнатные ,63,-,800,5562,-10517,1491,973,572,9155
9603840,33,7,монолитный ,1-комнатные ,48.8,1 кв. 2023 года ,300,5783,-9056,2243,963,815,8599
9397200,33,2,монолитный ,1-комнатные ,49.2,1 кв. 2023 года ,300,5783,-9056,2243,963,815,8599
8637300,33,2,монолитный ,1-комнатные ,45.7,1 кв. 2023 года ,300,5783,-9056,2243,963,815,8599
8738850,33,8,монолитный ,1-комнатные ,44.7,1 кв. 2023 года ,300,5783,-9056,2243,963,815,8599
12800000,20,5,монолитный ,1-комнатные ,42,2 кв. 2020 года ,700,5978,-11981,316,557,585,4732
8580240,33,27,монолитный ,1-комнатные ,40.8,1 кв. 2023 года ,300,5783,-9056,2243,963,815,8599
7400000,25,5,панельный ,1-комнатные ,36,-,1200,18033,947,1470,470,380,11008
21700000,21,17,монолитный ,1-комнатные ,53.7,2 кв. 2020 года ,400,4746,-11677,669,518,1110,7407
6940000,8,2,монолитный ,1-комнатные ,41.4,1 кв. 2021 года ,600,11041,-8690,1804,881,714,2557
21500000,21,17,монолитный ,1-комнатные ,53.7,-,200,4705,-11686,560,533,1224,7479
8050000,35,15,монолитный ,1-комнатные ,40.7,3 кв. 2022 года ,500,5737,-9665,1086,1051,708,691
5940000,16,11,монолитный ,1-комнатные ,40.8,2 кв. 2021 года ,2008,15156,318,649,695,1316,4738
5150000,14,13,монолитный ,1-комнатные ,38.7,3 кв. 2021 года ,2100,22160,3535,1077,1906,5119,4483
8505000,33,25,монолитный ,1-комнатные ,40.5,1 кв. 2023 года ,300,5783,-9056,2243,963,815,8599
14235970,7,2,монолитный ,1-комнатные ,39,-,900,3614,-12177,735,659,334,3862
9700000,20,8,монолитный ,1-комнатные ,45,сдан ,1200,9928,-5805,1066,1174,529,4414
7745760,17,10,монолитный ,1-комнатные ,43.2,2 кв. 2022 года ,800,7601,-6960,2665,823,300,10203
6966540,24,6,монолитный ,1-комнатные ,37.8,2 кв. 2022 года ,800,7601,-6960,2665,823,300,10203
8115120,24,15,монолитный ,1-комнатные ,46.8,2 кв. 2022 года ,800,7601,-6960,2665,823,300,10203
11000000,28,14,монолитный ,1-комнатные ,43.4,2 кв. 2021 года ,1800,12393,-2630,1045,601,1153,4150
8459350,33,28,монолитный ,1-комнатные ,36.7,3 кв. 2021 года ,300,5847,-8926,2420,1065,636,8775
6000000,17,2,монолитный ,1-комнатные ,35.7,2 кв. 2021 года ,1700,24355,5761,2311,2099,5794,3566
8104336,8,7,монолитный ,1-комнатные ,40.2,4 кв. 2020 года ,1400,10569,-4662,441,763,461,12509
5021120,17,3,монолитный ,1-комнатные ,22.1,1 кв. 2022 года ,1200,10485,-3817,1537,1347,665,13258
6658700,22,10,монолитный ,1-комнатные ,42.4,4 кв. 2022 года ,1200,18297,2619,2864,1373,3202,1210
10162862,8,3,монолитный ,1-комнатные ,42.3,4 кв. 2020 года ,1400,10485,-4677,251,772,344,12705
8205395,8,5,монолитный ,1-комнатные ,38.7,4 кв. 2020 года ,1400,10524,-4670,344,759,395,12609
8307495,5,4,монолитный ,1-комнатные ,37.2,4 кв. 2020 года ,1400,10524,-4670,344,759,395,12609
9992240,14,14,монолитный ,1-комнатные ,43.1,4 кв. 2020 года ,1400,10485,-4677,251,772,344,12705
13845439,19,16,монолитный ,1-комнатные ,44.7,сдан ,600,5064,-11304,931,297,1213,4593
6228000,15,10,монолитный ,1-комнатные ,40,сдан ,900,13188,-4044,1329,2095,3915,11101
8208480,13,3,монолитный ,1-комнатные ,39.2,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
5756800,15,6,монолитный ,1-комнатные ,25.7,сдан ,900,13188,-4044,1329,2095,3915,11101
9064000,17,13,монолитный ,1-комнатные ,44,сдан ,900,13237,-3979,1376,2128,3981,11167
6150770,15,15,монолитный ,1-комнатные ,37.3,сдан ,900,13188,-4044,1329,2095,3915,11101
10200000,10,2,монолитный ,1-комнатные ,40,4 кв. 2020 года ,400,5728,-8261,498,562,463,12061
7473060,13,3,монолитный ,1-комнатные ,37.8,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
8081640,10,5,монолитный ,1-комнатные ,25.2,4 кв. 2020 года ,300,5835,-8157,380,529,464,12165
7218570,16,2,монолитный ,1-комнатные ,21.3,сдан ,700,5491,-8508,414,843,513,11896
8244120,33,2,монолитный ,1-комнатные ,41.2,2 кв. 2021 года ,1200,10402,-3906,1627,1272,574,13174
6924170,10,3,монолитный ,1-комнатные ,20.9,4 кв. 2020 года ,400,5728,-8261,498,562,463,12061
9160430,12,4,монолитный ,1-комнатные ,37.9,сдан ,700,5421,-8580,351,868,493,11824
10474800,16,2,монолитный ,1-комнатные ,43.5,сдан ,700,5491,-8508,414,843,513,11896
10169550,27,10,монолитный ,1-комнатные ,36.5,2 кв. 2021 года ,1800,12393,-2630,1045,601,1153,4150
10155600,27,6,монолитный ,1-комнатные ,36.3,2 кв. 2021 года ,1800,12395,-2600,1085,590,1221,4213
12009600,27,19,монолитный ,1-комнатные ,48,2 кв. 2021 года ,1800,12395,-2600,1085,590,1221,4213
9882180,27,18,монолитный ,1-комнатные ,35.4,2 кв. 2021 года ,1800,12395,-2600,1085,590,1221,4213
10648839,27,23,монолитный ,1-комнатные ,40.9,2 кв. 2021 года ,1800,12395,-2600,1085,590,1221,4213
7150000,9,3,монолитный ,1-комнатные ,43,сдан ,900,22152,6849,717,2132,1961,5031
8380000,15,2,кирпичный ,1-комнатные ,35.5,3 кв. 2023 года ,500,6541,-9444,1633,1595,486,8664
6500477,16,2,монолитный ,1-комнатные ,42.4,1 кв. 2022 года ,1900,22072,3475,776,1650,4821,4738
12090100,27,23,монолитный ,1-комнатные ,41.7,2 кв. 2021 года ,1800,12393,-2630,1045,601,1153,4150
43320000,20,18,монолитный ,1-комнатные ,91.5,сдан ,700,7841,-9236,958,958,511,2281
9068800,10,10,монолитный ,1-комнатные ,41.6,3 кв. 2021 года ,1300,10168,-4291,2366,1023,406,12376
6141800,17,4,монолитный ,1-комнатные ,30,сдан ,2000,9336,-8553,1421,741,1799,6553
5657000,17,5,монолитный ,1-комнатные ,30,сдан ,2100,9255,-8483,1334,881,1889,6647
17991400,15,15,деревянный ,1-комнатные ,49.7,сдан ,700,7535,-8772,810,534,1312,4654
7401542,26,4,монолитный ,1-комнатные ,41.3,3 кв. 2021 года ,400,12273,-5431,1046,797,1266,4005
9331560,32,17,монолитный ,1-комнатные ,41.4,3 кв. 2022 года ,1100,8612,-6653,490,433,492,11046
4356000,25,7,панельный ,1-комнатные ,19.8,3 кв. 2021 года ,1200,12328,-5675,1498,1604,1519,8648
10483767,24,10,монолитный ,1-комнатные ,37.7,3 кв. 2022 года ,900,6074,-12234,546,444,1024,4086
11654150,31,26,монолитный ,1-комнатные ,44,1 кв. 2021 года ,1100,11170,-3592,1884,810,1175,6041
14490000,37,11,монолитный ,1-комнатные ,53.3,сдан ,1000,6618,-9130,1812,1270,478,1088
7982326,19,4,монолитный ,1-комнатные ,39.4,3 кв. 2021 года ,500,18489,3152,849,623,1739,1616
11900000,23,13,монолитный ,1-комнатные ,42.9,сдан ,600,5536,-8471,481,867,440,11937
3850000,9,9,монолитный ,1-комнатные ,34.5,4 кв. 2020 года ,7614,28928,12728,2152,5026,5368,11690
2500000,8,3,панельный ,1-комнатные ,26,-,2288,34386,16003,571,2609,879,24087
9700000,20,8,монолитный ,1-комнатные ,44.9,2 кв. 2021 года ,1300,9997,-5716,1121,1002,455,4246
5200000,33,11,монолитный ,1-комнатные ,36,сдан ,1600,15904,232,759,1387,2547,6503
11800000,18,3,монолитный ,1-комнатные ,46,-,1400,8600,-5702,1196,723,598,11875
43320000,20,18,монолитный ,1-комнатные ,92,сдан ,700,7841,-9236,958,958,511,2281
6994087,26,14,монолитный ,1-комнатные ,36.7,3 кв. 2021 года ,400,12273,-5431,1046,797,1266,4005
16500000,18,18,монолитный ,1-комнатные ,45,1 кв. 2021 года ,500,5217,-11091,848,132,1403,4461
7900000,11,6,монолитный ,1-комнатные ,47.8,сдан ,1900,13136,-1011,600,1176,2085,16545
8400000,20,4,монолитный ,1-комнатные ,42.9,3 кв. 2021 года ,400,14019,2289,1426,726,1128,7233
7200000,20,2,монолитный ,1-комнатные ,38.7,3 кв. 2021 года ,400,14019,2289,1426,726,1128,7233
6500000,14,5,монолитный ,1-комнатные ,27.3,4 кв. 2021 года ,600,13022,-4542,757,1279,1017,4312
4600000,25,12,монолитный ,1-комнатные ,40.1,4 кв. 2021 года ,1300,15758,2191,554,513,972,2158
8000000,10,8,монолитный ,1-комнатные ,46.2,сдан ,1300,5997,-10347,1660,251,518,8531
5080000,12,11,монолитный ,1-комнатные ,36,1 кв. 2022 года ,2100,21640,3046,733,1449,4414,5204
5750000,15,2,монолитный ,1-комнатные ,35.9,4 кв. 2020 года ,600,23867,5436,1892,1134,5066,4984
7400000,33,4,монолитный ,1-комнатные ,48.8,-,1000,10814,-4751,1674,1198,704,11332
9800000,20,11,монолитный ,1-комнатные ,50.5,4 кв. 2021 года ,500,6302,-9052,864,572,1203,456
13280500,19,3,монолитный ,1-комнатные ,46,сдан ,600,5064,-11304,931,297,1213,4593
7999999,30,2,монолитный ,1-комнатные ,37,3 кв. 2021 года ,200,5947,-8851,2446,1151,629,8752
4420000,7,3,монолитный ,1-комнатные ,38,2 кв. 2020 года ,11902,36071,21165,4942,6485,4905,19131
13130686,31,24,монолитный ,1-комнатные ,35.6,2 кв. 2021 года ,600,15418,1992,690,364,956,7528
8300000,14,10,монолитный ,1-комнатные ,37,сдан ,400,15873,836,1120,1233,1712,1381
9266200,33,2,монолитный ,1-комнатные ,42.8,3 кв. 2021 года ,300,5825,-8930,2439,1056,615,8809
12500000,21,12,монолитный ,1-комнатные ,48,1 кв. 2021 года ,1100,11170,-3592,1884,810,1175,6041
8150000,16,3,монолитный ,1-комнатные ,35.7,4 кв. 2020 года ,1300,12160,-5855,1648,1785,1345,8493
9580974,31,21,монолитный ,1-комнатные ,39.6,2 кв. 2021 года ,600,15418,1992,690,364,956,7528
13880594,19,12,монолитный ,1-комнатные ,45.9,сдан ,600,5054,-11241,982,191,1332,4468
15140887,13,12,монолитный ,1-комнатные ,53.9,2 кв. 2020 года ,2000,11007,-4691,1038,384,631,4155
8183300,33,10,монолитный ,1-комнатные ,36.5,3 кв. 2021 года ,200,5947,-8851,2446,1151,629,8752
6500000,39,24,монолитный ,1-комнатные ,39.7,сдан ,1000,10831,-4727,1704,1202,727,11301
8000000,33,18,монолитный ,1-комнатные ,35.9,3 кв. 2021 года ,200,5947,-8851,2446,1151,629,8752
9345200,33,16,монолитный ,1-комнатные ,38.3,3 кв. 2021 года ,400,5799,-8939,2459,1046,598,8845
14200000,26,3,монолитный ,1-комнатные ,38.2,3 кв. 2021 года ,1600,9857,-4756,1023,1131,2090,4717
10424080,15,15,монолитный ,1-комнатные ,45.6,сдан ,300,10796,-3994,868,902,1576,11681
6900000,15,8,панельный ,1-комнатные ,38,сдан ,1100,19906,4013,3041,2646,3361,2668
11248800,36,36,монолитный ,1-комнатные ,43,сдан ,800,12141,-5528,1031,982,1299,8240
10528800,36,7,монолитный ,1-комнатные ,42.8,сдан ,700,12227,-5400,1100,1061,1273,8111
10931120,36,34,монолитный ,1-комнатные ,42.8,сдан ,800,12141,-5528,1031,982,1299,8240
11838910,36,35,монолитный ,1-комнатные ,46.3,сдан ,700,12194,-5450,1112,1026,1331,8164
16267038,39,27,монолитный ,1-комнатные ,54,1 кв. 2021 года ,1100,11044,-3733,1866,734,1315,6153
14144394,39,32,монолитный ,1-комнатные ,48.6,1 кв. 2021 года ,1200,11047,-3702,1960,837,1287,6168
13204150,39,31,монолитный ,1-комнатные ,44.4,1 кв. 2021 года ,1100,11170,-3592,1884,810,1175,6041
6268080,21,10,монолитный ,1-комнатные ,32,4 кв. 2021 года ,400,18611,3361,624,1045,1604,1524
6690315,16,2,монолитный ,1-комнатные ,38.7,3 кв. 2021 года ,500,18489,3152,849,623,1739,1616
7795089,21,12,монолитный ,1-комнатные ,40.4,4 кв. 2021 года ,400,18611,3361,624,1045,1604,1524
8096426,21,15,монолитный ,1-комнатные ,45.5,4 кв. 2021 года ,400,18611,3361,624,1045,1604,1524
9500000,52,8,монолитный ,1-комнатные ,28.6,4 кв. 2020 года ,700,10405,-4514,1631,713,895,6729
10733792,16,2,монолитный ,1-комнатные ,39.1,4 кв. 2020 года ,900,6156,-12191,432,866,672,4423
6800000,30,11,монолитный ,1-комнатные ,38,2 кв. 2023 года ,1500,11254,-3428,2227,1199,1064,6046
8726000,30,5,монолитный ,1-комнатные ,36.5,4 кв. 2021 года ,300,10126,-5216,2050,642,963,10931
8417933,11,8,монолитный ,1-комнатные ,31,3 кв. 2021 года ,800,5295,-12041,541,814,430,4550
7300000,18,7,панельный ,1-комнатные ,40.1,сдан ,1700,24642,6002,2805,1775,5195,2827
9079051,11,6,монолитный ,1-комнатные ,34,3 кв. 2021 года ,800,5295,-12041,541,814,430,4550
9122000,28,2,монолитный ,1-комнатные ,64.8,сдан ,1400,13622,-3773,916,264,449,7161
6376000,19,11,монолитный ,1-комнатные ,40,1 кв. 2021 года ,1400,9299,-8319,792,918,1273,1056
15862500,22,21,монолитный ,1-комнатные ,57.5,сдан ,1000,5449,-8563,727,127,601,11387
12350000,31,16,монолитный ,1-комнатные ,49.2,сдан ,1100,8004,-7806,1943,2170,1390,2242
6299028,25,15,монолитный ,1-комнатные ,28,-,400,12283,-5411,1039,816,1236,4028
7300000,35,22,монолитный ,1-комнатные ,28.5,4 кв. 2022 года ,1000,10790,-3978,1978,778,1404,6403
